ip,familia,ptr,asn,asn_name,isp,org,cidade,regiao,pais,pais_cc,continente,lat,lon,timezone,datacenter,resolvedor_publico
2803:f800:50::6ca2:c0c3,IPv6,meera.ns.cloudflare.com,AS13335,"Cloudflare, Inc.","Cloudflare, Inc.",CloudFlare Latin America S.R.L,San José,Provincia de San José,Costa Rica,CR,América do Norte,9.92807,-84.0907,America/Costa_Rica,sim,não
2803:f800:50::6ca2:c1dc,IPv6,pablo.ns.cloudflare.com,AS13335,"Cloudflare, Inc.","Cloudflare, Inc.",CloudFlare Latin America S.R.L,San José,Provincia de San José,Costa Rica,CR,América do Norte,9.92807,-84.0907,America/Costa_Rica,sim,não
2803:f800:50::6ca2:c148,IPv6,bayan.ns.cloudflare.com,AS13335,"Cloudflare, Inc.","Cloudflare, Inc.",CloudFlare Latin America S.R.L,San José,Provincia de San José,Costa Rica,CR,América do Norte,9.92807,-84.0907,America/Costa_Rica,sim,não
2803:f800:50::6ca2:c0db,IPv6,sandy.ns.cloudflare.com,AS13335,"Cloudflare, Inc.","Cloudflare, Inc.",CloudFlare Latin America S.R.L,San José,Provincia de San José,Costa Rica,CR,América do Norte,9.92807,-84.0907,America/Costa_Rica,sim,não
2803:f800:50::6ca2:c39e,IPv6,casey.ns.cloudflare.com,AS13335,"Cloudflare, Inc.","Cloudflare, Inc.",CloudFlare Latin America S.R.L,San José,Provincia de San José,Costa Rica,CR,América do Norte,9.92807,-84.0907,America/Costa_Rica,sim,não
2803:f800:50::6ca2:c0f3,IPv6,zita.ns.cloudflare.com,AS13335,"Cloudflare, Inc.","Cloudflare, Inc.",CloudFlare Latin America S.R.L,San José,Provincia de San José,Costa Rica,CR,América do Norte,9.92807,-84.0907,America/Costa_Rica,sim,não
94.140.14.14,IPv4,dns.adguard-dns.com,AS212772,AdGuard Software Limited,AdGuard Software Limited,AdGuard Software Limited,Limassol,Limassol District,Cyprus,CY,Europa,34.6864,33.0519,Asia/Nicosia,sim,sim
94.140.15.15,IPv4,dns.adguard-dns.com,AS212772,AdGuard Software Limited,AdGuard Software Limited,AdGuard Software Limited,Limassol,Limassol District,Cyprus,CY,Europa,34.6864,33.0519,Asia/Nicosia,sim,sim
2a10:50c0::ad1:ff,IPv6,dns.adguard-dns.com,AS212772,AdGuard Software Limited,AdGuard Software Limited,AdGuard Software Limited,Limassol,Limassol District,Cyprus,CY,Europa,34.6864,33.0519,Asia/Nicosia,não,não
2a10:50c0::ad2:ff,IPv6,dns.adguard-dns.com,AS212772,AdGuard Software Limited,AdGuard Software Limited,AdGuard Software Limited,Limassol,Limassol District,Cyprus,CY,Europa,34.6864,33.0519,Asia/Nicosia,não,não
185.38.108.108,IPv4,ns1.anycastdns.cz,AS60592,Gransy s.r.o.,Gransy s.r.o.,Gransy s.r.o.,Prague,Prague,Czechia,CZ,Europa,50.0755,14.4378,Europe/Prague,sim,não
185.28.194.194,IPv4,ns2.anycastdns.cz,AS60592,Gransy s.r.o.,Network of Gransy s.r.o,Gransy s.r.o.,Prague,Prague,Czechia,CZ,Europa,50.0821,14.4536,Europe/Prague,sim,não
185.43.134.16,IPv4,t.nic.dk,AS200070,"CZ.NIC, z.s.p.o.",Second CZ Anycast,,Prague,Prague,Czechia,CZ,Europa,50.0791,14.4513,Europe/Prague,sim,não
2001:148f:fffd::16,IPv6,t.nic.dk,AS200070,"CZ.NIC, z.s.p.o.",Second CZ Anycast,,Prague,Prague,Czechia,CZ,Europa,50.0791,14.4513,Europe/Prague,sim,não
194.0.12.1,IPv4,a.ns.nic.cz,AS200070,"CZ.NIC, z.s.p.o.","CZ.NIC, z.s.p.o",Anycasted .cz DNS servers,Prague,Prague,Czechia,CZ,Europa,50.0791,14.4513,Europe/Prague,sim,não
2001:678:f::1,IPv6,a.ns.nic.cz,AS200070,"CZ.NIC, z.s.p.o.","CZ.NIC, z.s.p.o.","CZ.NIC, z.s.p.o",Prague,Prague,Czechia,CZ,Europa,50.0791,14.4513,Europe/Prague,sim,não
194.0.13.1,IPv4,b.ns.nic.cz,AS25192,"CZ.NIC, z.s.p.o.","CZ.NIC, z.s.p.o.",Anycasted .cz DNS servers,Prague,Prague,Czechia,CZ,Europa,50.0791,14.4513,Europe/Prague,não,não
2001:678:10::1,IPv6,b.ns.nic.cz,AS25192,"CZ.NIC, z.s.p.o.","CZ.NIC, z.s.p.o.","CZ.NIC, z.s.p.o",Prague,Prague,Czechia,CZ,Europa,50.0791,14.4513,Europe/Prague,não,não
194.0.14.1,IPv4,c.ns.nic.cz,AS200070,"CZ.NIC, z.s.p.o.","CZ.NIC, z.s.p.o.",Anycasted .cz DNS servers,Prague,Prague,Czechia,CZ,Europa,50.0791,14.4513,Europe/Prague,sim,não
2001:678:11::1,IPv6,c.ns.nic.cz,AS200070,"CZ.NIC, z.s.p.o.","CZ.NIC, z.s.p.o.","CZ.NIC, z.s.p.o",Prague,Prague,Czechia,CZ,Europa,50.0791,14.4513,Europe/Prague,sim,não
193.29.206.1,IPv4,d.ns.nic.cz,AS200070,"CZ.NIC, z.s.p.o.","CZ.NIC, z.s.p.o",Anycasted .cz DNS servers,Prague,Prague,Czechia,CZ,Europa,50.0791,14.4513,Europe/Prague,sim,não
2001:678:1::1,IPv6,d.ns.nic.cz,AS200070,"CZ.NIC, z.s.p.o.","CZ.NIC, z.s.p.o.","CZ.NIC, z.s.p.o",Prague,Prague,Czechia,CZ,Europa,50.0791,14.4513,Europe/Prague,sim,não
185.43.134.15,IPv4,ua-e.ns.nic.cz,AS200070,"CZ.NIC, z.s.p.o.",Second CZ Anycast,,Prague,Prague,Czechia,CZ,Europa,50.0791,14.4513,Europe/Prague,sim,não
2001:148f:fffd::15,IPv6,ua-e.ns.nic.cz,AS200070,"CZ.NIC, z.s.p.o.",Second CZ Anycast,,Prague,Prague,Czechia,CZ,Europa,50.0791,14.4513,Europe/Prague,sim,não
45.142.220.101,IPv4,d.ca-servers.ca,AS208366,DENIC SERVICES,Stefan Pattberg trading as DENIC Services GmbH & Co. KG,DENIC Services GmbH & Co. KG,Darmstadt,Hesse,Germany,DE,Europa,49.8682,8.62619,Europe/Berlin,não,não
2a0e:dbc0::101,IPv6,d.ca-servers.ca,AS208366,DENIC SERVICES,Stefan Pattberg trading as DENIC Services GmbH & Co. KG,DENIC Services GmbH & Co. KG,Darmstadt,Hesse,Germany,DE,Europa,49.8682,8.62619,Europe/Berlin,sim,não
45.142.220.65,IPv4,dsany4.sgnic.sg,AS208366,DENIC SERVICES,Stefan Pattberg trading as DENIC Services GmbH & Co. KG,DENIC Services GmbH & Co. KG,Darmstadt,Hesse,Germany,DE,Europa,49.8682,8.62619,Europe/Berlin,não,não
2a0e:dbc0:1::65,IPv6,dsany4.sgnic.sg,AS208366,DENIC SERVICES,Stefan Pattberg trading as DENIC Services GmbH & Co. KG,DENIC Services GmbH & Co. KG,Darmstadt,Hesse,Germany,DE,Europa,49.8682,8.62619,Europe/Berlin,sim,não
194.0.0.53,IPv4,a.nic.de,AS31529,DENIC eG,DENIC eG anycast,DENIC eG,Frankfurt am Main,Hesse,Germany,DE,Europa,50.1076,8.6661,Europe/Berlin,não,não
2001:678:2::53,IPv6,a.nic.de,AS31529,DENIC eG,DENIC eG,DENIC eG,Frankfurt am Main,Hesse,Germany,DE,Europa,50.099,8.66712,Europe/Berlin,não,não
81.91.164.5,IPv4,f.nic.de,AS31529,DENIC eG,DENIC eG DNS Anycast,,Frankfurt am Main,Hesse,Germany,DE,Europa,50.099,8.66712,Europe/Berlin,não,não
2a02:568:0:2::53,IPv6,f.nic.de,AS31529,DENIC eG,DENIC eG DNS Anycast,,Frankfurt am Main,Hesse,Germany,DE,Europa,50.099,8.66712,Europe/Berlin,não,não
77.67.63.105,IPv4,l.de.net,AS3257,GTT Communications Inc.,Tinet SpA,DENIC eG,Frankfurt am Main,Hesse,Germany,DE,Europa,50.1076,8.66618,Europe/Berlin,não,não
2001:668:1f:11::105,IPv6,l.de.net,AS3257,GTT Communications Inc.,GTT,,Frankfurt am Main,Hesse,Germany,DE,Europa,50.099,8.66712,Europe/Berlin,sim,não
195.243.137.26,IPv4,s.de.net,AS3320,Deutsche Telekom AG,Deutsche Telekom AG,DENIC eG,Frankfurt am Main,Hesse,Germany,DE,Europa,50.0989,8.66658,Europe/Berlin,não,não
2003:8:14::53,IPv6,s.de.net,AS3320,Deutsche Telekom AG,DTAG European region,DENIC eG,Frankfurt am Main,Hesse,Germany,DE,Europa,50.1076,8.6661,Europe/Berlin,não,não
194.246.96.1,IPv4,z.nic.de,AS31529,DENIC eG,DENIC eG anycast,DENIC eG,Frankfurt am Main,Hesse,Germany,DE,Europa,50.1076,8.6661,Europe/Berlin,sim,não
2a02:568:fe02::de,IPv6,z.nic.de,AS31529,DENIC eG,ANYCAST fe02,,Frankfurt am Main,Hesse,Germany,DE,Europa,50.1109,8.68213,Europe/Berlin,sim,não
2001:dc7:2::1,IPv6,c.dns.cn,AS24151,China Internet Network Infomation Center,China Internet Network Information Center,,Frankfurt am Main,Hesse,Germany,DE,Europa,50.1109,8.68213,Europe/Berlin,sim,não
194.0.11.112,IPv4,m.ns.se,AS31529,DENIC eG,DENIC eG,DENIC eG,Frankfurt am Main,Hesse,Germany,DE,Europa,50.1076,8.6661,Europe/Berlin,não,não
2001:678:e:112::53,IPv6,m.ns.se,AS31529,DENIC eG,DENIC eG anycast,DENIC eG,Frankfurt am Main,Hesse,Germany,DE,Europa,50.099,8.66712,Europe/Berlin,não,não
81.91.161.98,IPv4,d.ns.at,AS8763,DENIC eG,DENIC e.g. Server-Network,Univie DNS Services,Frankfurt am Main,Hesse,Germany,DE,Europa,50.1076,8.66618,Europe/Berlin,não,não
2a02:568:20:1::d,IPv6,d.ns.at,AS8763,DENIC eG,DENIC eG,DENIC,Frankfurt am Main,Hesse,Germany,DE,Europa,50.1076,8.6661,Europe/Berlin,não,não
2a02:568:281::130,IPv6,n.ns.at,AS8763,DENIC eG,DENIC eG,AMS region space,Frankfurt am Main,Hesse,Germany,DE,Europa,50.1076,8.66618,Europe/Berlin,não,não
194.0.11.104,IPv4,c.fi,AS31529,DENIC eG,DENIC eG,DENIC eG,Frankfurt am Main,Hesse,Germany,DE,Europa,50.1076,8.6661,Europe/Berlin,não,não
2001:678:e:104::53,IPv6,c.fi,AS31529,DENIC eG,DENIC eG anycast,DENIC eG,Frankfurt am Main,Hesse,Germany,DE,Europa,50.099,8.66712,Europe/Berlin,não,não
2001:678:4::e,IPv6,e.fi,AS42909,Community DNS Limited,Community DNS Limited,Internet Computer Bureau Ltd,Frankfurt am Main,Hesse,Germany,DE,Europa,50.1169,8.6837,Europe/Berlin,sim,não
194.0.11.103,IPv4,ns3.ns.il,AS31529,DENIC eG,DENIC eG,DENIC eG,Frankfurt am Main,Hesse,Germany,DE,Europa,50.1076,8.6661,Europe/Berlin,não,não
2001:678:e:103::53,IPv6,ns3.ns.il,AS31529,DENIC eG,DENIC eG anycast,DENIC eG,Frankfurt am Main,Hesse,Germany,DE,Europa,50.099,8.66712,Europe/Berlin,não,não
194.0.11.113,IPv4,dns-c.rotld.ro,AS31529,DENIC eG,DENIC eG,DENIC eG,Frankfurt am Main,Hesse,Germany,DE,Europa,50.1076,8.6661,Europe/Berlin,não,não
2001:678:e:113::53,IPv6,dns-c.rotld.ro,AS31529,DENIC eG,DENIC eG anycast,DENIC eG,Frankfurt am Main,Hesse,Germany,DE,Europa,50.099,8.66712,Europe/Berlin,não,não
81.91.161.99,IPv4,dns-ro.denic.de,AS8763,DENIC eG,DENIC e.g. Server-Network,Univie DNS Services,Frankfurt am Main,Hesse,Germany,DE,Europa,50.1076,8.66618,Europe/Berlin,não,não
194.0.11.102,IPv4,gr-d.ics.forth.gr,AS31529,DENIC eG,DENIC eG,DENIC eG,Frankfurt am Main,Hesse,Germany,DE,Europa,50.1076,8.6661,Europe/Berlin,não,não
2001:678:e:102::53,IPv6,gr-d.ics.forth.gr,AS31529,DENIC eG,DENIC eG anycast,DENIC eG,Frankfurt am Main,Hesse,Germany,DE,Europa,50.099,8.66712,Europe/Berlin,não,não
2001:503:d414::30,IPv6,f.gtld-servers.net,AS211369,VeriSign Inc.,VeriSign Inc.,VeriSign Global Registry Services,Frankfurt am Main,Hesse,Germany,DE,Europa,50.1109,8.68213,Europe/Berlin,sim,não
2001:503:eea3::30,IPv6,g.gtld-servers.net,AS211369,VeriSign Inc.,VeriSign Inc.,VeriSign Global Registry Services,Frankfurt am Main,Hesse,Germany,DE,Europa,50.1109,8.68213,Europe/Berlin,sim,não
2001:502:8cc::30,IPv6,h.gtld-servers.net,AS211369,VeriSign Inc.,VeriSign Inc.,VeriSign Global Registry Services,Frankfurt am Main,Hesse,Germany,DE,Europa,50.1109,8.68213,Europe/Berlin,sim,não
2001:503:39c1::30,IPv6,i.gtld-servers.net,AS211369,VeriSign Inc.,VeriSign Inc.,VeriSign Global Registry Services,Frankfurt am Main,Hesse,Germany,DE,Europa,50.1109,8.68213,Europe/Berlin,não,não
176.119.200.150,IPv4,176-119-200-150.protonmail.ch,AS62371,Proton AG,Proton AG,Proton Technologies AG,Frankfurt am Main,Hesse,Germany,DE,Europa,50.1109,8.68213,Europe/Berlin,sim,não
84.200.69.80,IPv4,,AS44066,firstcolo GmbH,firstcolo GmbH,Accelerated IT Services GmbH,Frankfurt am Main,Hesse,Germany,DE,Europa,50.1396,8.743,Europe/Berlin,sim,sim
130.226.213.138,IPv4,l.nic.dk,AS1835,Forskningsnettet - Danish network for Research and Education,Forskningsnettet,Danmarks Tekniske Universitet,Aalborg,North Denmark,Denmark,DK,Europa,57.0421,9.9145,Europe/Copenhagen,não,não
193.163.102.222,IPv4,b.nic.dk,AS39839,Punktum dk A/S,Punktum dk A/S,Punktum dk,Copenhagen,Capital Region,Denmark,DK,Europa,55.6272,12.5773,Europe/Copenhagen,não,não
2a01:630:0:80::53,IPv6,b.nic.dk,AS39839,Punktum dk A/S,HOSTMASTER,DK Hostmaster,Copenhagen,Capital Region,Denmark,DK,Europa,55.665,12.5663,Europe/Copenhagen,sim,não
46.30.126.214,IPv4,h.nic.dk,AS47527,DLX A/S,DLX A/S,Punktumdk,Herning,Central Jutland,Denmark,DK,Europa,56.1385,8.9673,Europe/Copenhagen,não,não
2a00:1b18:1:2::53,IPv6,h.nic.dk,AS47527,DLX A/S,DLX A/S,Punktumdk,Herning,Central Jutland,Denmark,DK,Europa,56.1385,8.9673,Europe/Copenhagen,não,não
2001:878:0:e000:82:e2:d5:8a,IPv6,l.nic.dk,AS1835,Forskningsnettet - Danish network for Research and Education,FORSKNINGSNETTET-6BLOCK1,Danmarks Tekniske Universitet,Kongens Lyngby,Capital Region,Denmark,DK,Europa,55.7841,12.5194,Europe/Copenhagen,não,não
200.12.199.1,IPv4,n2.nic.ec,AS52274,NIC.EC S.A.,NIC.EC S.A.,NIC.EC S.A,Quito,Pichincha,Ecuador,EC,América do Sul,-0.183523,-78.4808,America/Guayaquil,não,não
2801:0:60::1,IPv6,n2.nic.ec,AS52274,NIC.EC S.A.,NIC.EC S.A.,NIC.EC S.A,Quito,Pichincha,Ecuador,EC,América do Sul,-0.193058,-78.485,America/Guayaquil,não,não
193.227.1.1,IPv4,FRCU.EUN.EG,AS2561,Egyptian Universities Network (EUN),Egyptian Universities Network,Egyptian Universities Network,Giza,Giza,Egypt,EG,África,30.0268,31.2087,Africa/Cairo,não,não
194.69.254.1,IPv4,ns1.nic.es,AS25354,Entidad Publica Empresarial Red.es,Entidad Publica Empresarial Red.es,Entidad Publica Empresarial Red.es,Madrid,Madrid,Spain,ES,Europa,40.4479,-3.69409,Europe/Madrid,não,não
2001:67c:21cc:2000::64:41,IPv6,,AS25354,Entidad Publica Empresarial Red.es,Entidad Publica Empresarial Red.es,Entidad Publica Empresarial Red.es,Madrid,Madrid,Spain,ES,Europa,40.4479,-3.69409,Europe/Madrid,não,não
194.0.34.53,IPv4,,AS25354,Entidad Publica Empresarial Red.es,Entidad Publica Empresarial Red.es,Entidad Publica Empresarial Red.es,Madrid,Madrid,Spain,ES,Europa,40.4478,-3.69413,Europe/Madrid,sim,não
2001:678:44::53,IPv6,,AS25354,Entidad Publica Empresarial Red.es,Entidad Publica Empresarial Red.es,Entidad Publica Empresarial Red.es,Madrid,Madrid,Spain,ES,Europa,40.4479,-3.69409,Europe/Madrid,não,não
194.0.33.53,IPv4,,AS25354,Entidad Publica Empresarial Red.es,Entidad Publica Empresarial Red.es,Entidad Publica Empresarial Red.es,Madrid,Madrid,Spain,ES,Europa,40.4479,-3.69409,Europe/Madrid,sim,não
2001:678:40::53,IPv6,,AS25354,Entidad Publica Empresarial Red.es,Entidad Publica Empresarial Red.es,Entidad Publica Empresarial Red.es,Madrid,Madrid,Spain,ES,Europa,40.4479,-3.69409,Europe/Madrid,não,não
2.22.230.67,IPv4,ns2-67.akam.net,AS21342,Akamai International B.V.,Akamai Technologies,,Madrid,Madrid,Spain,ES,Europa,40.4167,-3.70329,Europe/Madrid,sim,não
2.22.230.65,IPv4,a13-65.akam.net,AS21342,Akamai International B.V.,Akamai Technologies,,Madrid,Madrid,Spain,ES,Europa,40.4167,-3.70329,Europe/Madrid,sim,não
167.82.228.5,IPv4,,AS54113,"Fastly, Inc.","Fastly, Inc.","Fastly, Inc.",Madrid,Madrid,Spain,ES,Europa,40.4153,-3.694,Europe/Madrid,sim,não
2.22.230.66,IPv4,ns2-66.akam.net,AS21342,Akamai International B.V.,Akamai Technologies,,Madrid,Madrid,Spain,ES,Europa,40.4167,-3.70329,Europe/Madrid,sim,não
193.166.4.1,IPv4,tld.ficora.fi,AS1741,CSC - Tieteen tietotekniikan keskus Oy,FUNET,Funet services,Helsinki,Uusimaa,Finland,FI,Europa,60.208,24.9441,Europe/Helsinki,não,não
2001:708:10:53::53,IPv6,tld.ficora.fi,AS1741,CSC - Tieteen tietotekniikan keskus Oy,FUNET,CSC - IT Center for Science Ltd,Helsinki,Uusimaa,Finland,FI,Europa,60.1719,24.9347,Europe/Helsinki,não,não
2a03:d640:100:1::6,IPv6,f.fi,AS24713,CGI Finland GTO Data center services,CGI Suomi Oy,CGI Suomi Oy,Helsinki,Uusimaa,Finland,FI,Europa,60.1699,24.9384,Europe/Helsinki,sim,não
2001:14b8:188d::53,IPv6,k.fi,AS16086,DNA Oyj,DNA Oyj,DevNet Oy,Helsinki,Uusimaa,Finland,FI,Europa,60.2488,24.8578,Europe/Helsinki,não,não
213.186.229.226,IPv4,k.fi,AS16086,DNA Oyj,DNA Oyj,DevNet Oy,Jyväskylä,Central Finland,Finland,FI,Europa,62.1886,25.7241,Europe/Helsinki,não,não
80.248.170.230,IPv4,f.fi,AS24713,CGI Finland GTO Data center services,CGI Suomi Oy,CGI Suomi Oy,Lahti,Paijat-Hame Region,Finland,FI,Europa,60.9801,25.6124,Europe/Helsinki,sim,não
194.0.9.1,IPv4,d.nic.fr,AS2484,AFNIC (Association Francaise pour le Nommage Internet en Cooperation),AFNIC (Association Francaise pour le Nommage Internet en Cooperation),AFNIC (Association Francaise pour le Nommage Internet en Cooperation),Guyancourt,Île-de-France,France,FR,Europa,48.7857,2.05547,Europe/Paris,sim,não
2001:678:c::1,IPv6,d.nic.fr,AS2484,AFNIC (Association Francaise pour le Nommage Internet en Cooperation),AFNIC (Association Francaise pour le Nommage Internet en Cooperation),AFNIC (Association Francaise pour le Nommage Internet en Cooperation),Guyancourt,Île-de-France,France,FR,Europa,48.7857,2.05547,Europe/Paris,sim,não
193.51.208.13,IPv4,dns.inria.fr,AS2200,Renater,Renater,Inria,Marseille,Provence-Alpes-Côte d'Azur,France,FR,Europa,43.2965,5.36978,Europe/Paris,não,não
192.93.0.4,IPv4,ns2.nic.fr,AS2486,AFNIC (Association Francaise pour le Nommage Internet en Cooperation),AFNIC (Association Francaise pour le Nommage Internet en Cooperation),AFNIC (Association Francaise pour le Nommage Internet en Cooperation),Montigny-le-Bretonneux,Île-de-France,France,FR,Europa,48.7882,2.04768,Europe/Paris,não,não
2001:660:3005:1::1:2,IPv6,ns2.nic.fr,AS2200,Renater,AFNIC (Association Francaise pour le Nommage Internet en Cooperation),Afnic,Pantin,Île-de-France,France,FR,Europa,48.8954,2.4065,Europe/Paris,não,não
194.0.36.1,IPv4,g.ext.nic.fr,AS42,"WoodyNet, Inc.","WoodyNet, Inc.",AFNIC (Association Francaise pour le Nommage Internet en Cooperation),Paris,Île-de-France,France,FR,Europa,48.8575,2.35138,Europe/Paris,sim,não
2001:678:4c::1,IPv6,g.ext.nic.fr,AS42,"WoodyNet, Inc.","WoodyNet, Inc.",AFNIC (Association Francaise pour le Nommage Internet en Cooperation),Paris,Île-de-France,France,FR,Europa,48.8575,2.35138,Europe/Paris,sim,não
2001:dc5:a::1,IPv6,,AS23600,Korea Internet Security Agency,KRNIC,,Paris,Île-de-France,France,FR,Europa,48.8856,2.38655,Europe/Paris,não,não
129.134.30.12,IPv4,a.ns.facebook.com,AS32934,"Facebook, Inc.","Facebook, Inc.","Facebook, Inc.",Paris,Île-de-France,France,FR,Europa,48.8566,2.35222,Europe/Paris,sim,não
217.70.184.38,IPv4,webredir.vip.gandi.net,AS29169,GANDI SAS,GANDI is an ICANN accredited registrar,Gandi France L/B Services,Paris,Île-de-France,France,FR,Europa,48.8219,2.3709,Europe/Paris,sim,não
199.19.54.1,IPv4,v0n1.pir-ns.org,AS12041,"Afilias, Inc.","Afilias, Inc.","Afilias, Inc.",Roubaix,Hauts-de-France,France,FR,Europa,50.6925,3.17828,Europe/Paris,sim,não
194.0.1.14,IPv4,e.fi,AS42909,Community DNS Limited,ICB plc Anycast (via NetConnex AS21396),Internet Computer Bureau Ltd,Christchurch,England,United Kingdom,GB,Europa,50.7335,-1.77669,Europe/London,sim,não
194.169.218.57,IPv4,,AS199330,CentralNic Anycast-A AS Number,CentralNic Ltd,CentralNic Ltd,City of London,England,United Kingdom,GB,Europa,51.5149,-0.095723,Europe/London,sim,não
2001:67c:13cc::1:57,IPv6,,AS199330,CentralNic Anycast-A AS Number,CentralNic Ltd,CentralNic Ltd,City of London,England,United Kingdom,GB,Europa,51.5149,-0.095723,Europe/London,não,não
185.24.64.57,IPv4,,AS60890,CentralNic Anycast-B AS Number,CentralNic Ltd,CentralNic Ltd,City of London,England,United Kingdom,GB,Europa,51.5162,-0.0893097,Europe/London,sim,não
2a04:2b00:13cc::1:57,IPv6,,AS60890,CentralNic Anycast-B AS Number,CentralNic Ltd,CentralNic Ltd,City of London,England,United Kingdom,GB,Europa,51.5162,-0.0893097,Europe/London,não,não
212.18.248.57,IPv4,,AS201304,CentralNic Ltd,CentralNic Ltd,CentralNic Ltd,City of London,England,United Kingdom,GB,Europa,51.5149,-0.095723,Europe/London,sim,não
2a04:2b00:13ee::57,IPv6,,AS201304,CentralNic Ltd,CentralNic Ltd,CentralNic Ltd,City of London,England,United Kingdom,GB,Europa,51.5149,-0.095723,Europe/London,sim,não
212.18.249.57,IPv4,,AS201303,CentralNic Ltd,CentralNic Ltd,CentralNic Ltd,City of London,England,United Kingdom,GB,Europa,51.5149,-0.095723,Europe/London,sim,não
2a04:2b00:13ff::57,IPv6,,AS201303,CentralNic Ltd,CentralNic Ltd,CentralNic Ltd,City of London,England,United Kingdom,GB,Europa,51.5162,-0.0893097,Europe/London,sim,não
212.18.249.42,IPv4,,AS201303,CentralNic Ltd,CentralNic Ltd,CentralNic Ltd,City of London,England,United Kingdom,GB,Europa,51.5149,-0.095723,Europe/London,sim,não
2a04:2b00:13ff::42,IPv6,,AS201303,CentralNic Ltd,CentralNic Ltd,CentralNic Ltd,City of London,England,United Kingdom,GB,Europa,51.5162,-0.0893097,Europe/London,sim,não
194.169.218.42,IPv4,,AS199330,CentralNic Anycast-A AS Number,CentralNic Ltd,CentralNic Ltd,City of London,England,United Kingdom,GB,Europa,51.5149,-0.095723,Europe/London,sim,não
2001:67c:13cc::1:42,IPv6,,AS199330,CentralNic Anycast-A AS Number,CentralNic Ltd,CentralNic Ltd,City of London,England,United Kingdom,GB,Europa,51.5149,-0.095723,Europe/London,não,não
185.24.64.42,IPv4,,AS60890,CentralNic Anycast-B AS Number,CentralNic Ltd,CentralNic Ltd,City of London,England,United Kingdom,GB,Europa,51.5162,-0.0893097,Europe/London,sim,não
2a04:2b00:13cc::1:42,IPv6,,AS60890,CentralNic Anycast-B AS Number,CentralNic Ltd,CentralNic Ltd,City of London,England,United Kingdom,GB,Europa,51.5162,-0.0893097,Europe/London,não,não
212.18.248.42,IPv4,,AS201304,CentralNic Ltd,CentralNic Ltd,CentralNic Ltd,City of London,England,United Kingdom,GB,Europa,51.5149,-0.095723,Europe/London,sim,não
2a04:2b00:13ee::42,IPv6,,AS201304,CentralNic Ltd,CentralNic Ltd,CentralNic Ltd,City of London,England,United Kingdom,GB,Europa,51.5149,-0.095723,Europe/London,sim,não
185.125.190.65,IPv4,il3-authoritative-nameserver1.canonical.com,AS41231,Canonical Group Limited,Canonical,Canonical Group Limited,City of London,England,United Kingdom,GB,Europa,51.5155,-0.108711,Europe/London,não,não
185.125.190.66,IPv4,ns2.canonical.com,AS41231,Canonical Group Limited,Canonical,Canonical Group Limited,City of London,England,United Kingdom,GB,Europa,51.5155,-0.108711,Europe/London,não,não
185.125.190.20,IPv4,website-content-cache-1.ps5.canonical.com,AS41231,Canonical Group Limited,Canonical,Canonical Group Limited,City of London,England,United Kingdom,GB,Europa,51.5155,-0.108711,Europe/London,não,não
185.125.190.21,IPv4,website-content-cache-2.ps5.canonical.com,AS41231,Canonical Group Limited,Canonical,Canonical Group Limited,City of London,England,United Kingdom,GB,Europa,51.5155,-0.108711,Europe/London,não,não
185.125.190.29,IPv4,website-content-cache-3.ps5.canonical.com,AS41231,Canonical Group Limited,Canonical,Canonical Group Limited,City of London,England,United Kingdom,GB,Europa,51.5155,-0.108711,Europe/London,não,não
