ip,familia,ptr,asn,asn_name,isp,org,cidade,regiao,pais,pais_cc,continente,lat,lon,timezone,datacenter,resolvedor_publico
2600:2000:2100::c9,IPv6,ns1.p201.dns.oraclecloud.net,AS31898,Oracle Corporation,Oracle Corporation,"Dynamic Network Services, Inc",Manchester,New Hampshire,United States,US,América do Norte,42.996,-71.4672,America/New_York,não,não
2600:2000:2110::c9,IPv6,ns2.p201.dns.oraclecloud.net,AS31898,Oracle Corporation,Oracle Corporation,"Dynamic Network Services, Inc",Manchester,New Hampshire,United States,US,América do Norte,42.996,-71.4672,America/New_York,não,não
2600:2000:2120::c9,IPv6,ns3.p201.dns.oraclecloud.net,AS31898,Oracle Corporation,Oracle Corporation,"Dynamic Network Services, Inc",Manchester,New Hampshire,United States,US,América do Norte,42.996,-71.4672,America/New_York,não,não
2600:2000:2130::c9,IPv6,ns4.p201.dns.oraclecloud.net,AS31898,Oracle Corporation,Oracle Corporation,"Dynamic Network Services, Inc",Manchester,New Hampshire,United States,US,América do Norte,42.996,-71.4672,America/New_York,não,não
2801:1b8:10::b,IPv6,b.root-servers.net,AS394353,B.Root-Server-OPS,LACNIC - Latin American and Caribbean,B-Root OPS,Marina del Rey,California,United States,US,América do Norte,33.9805,-118.439,America/Los_Angeles,sim,não
2001:500:120::30,IPv6,ac1.nstld.com,AS10515,VeriSign Infrastructure & Operations,VeriSign Infrastructure & Operations,VeriSign Global Registry Services,Miami,Florida,United States,US,América do Norte,25.7617,-80.1918,America/New_York,sim,não
198.97.190.53,IPv4,h.root-servers.net,AS1508,"Headquarters, USAISC",United States Department of Defense (DoD),USAISC,Miami,Florida,United States,US,América do Norte,25.7617,-80.1918,America/New_York,sim,não
2001:500:9f::42,IPv6,l.root-servers.net,AS20144,ICANN,ICANN,ICANN,Miami,Florida,United States,US,América do Norte,25.7617,-80.1918,America/New_York,não,não
216.239.32.105,IPv4,ns-tld1.charlestonroadregistry.com,AS15169,Google LLC,Google LLC,Google LLC,Mountain View,California,United States,US,América do Norte,37.422,-122.084,America/Los_Angeles,sim,não
216.239.34.105,IPv4,ns-tld2.charlestonroadregistry.com,AS15169,Google LLC,Google LLC,Google LLC,Mountain View,California,United States,US,América do Norte,37.422,-122.084,America/Los_Angeles,sim,não
216.239.36.105,IPv4,ns-tld3.charlestonroadregistry.com,AS15169,Google LLC,Google LLC,Google LLC,Mountain View,California,United States,US,América do Norte,37.422,-122.084,America/Los_Angeles,sim,não
216.239.38.105,IPv4,ns-tld4.charlestonroadregistry.com,AS15169,Google LLC,Google LLC,Google LLC,Mountain View,California,United States,US,América do Norte,37.422,-122.084,America/Los_Angeles,sim,não
216.239.32.10,IPv4,ns1.google.com,AS15169,Google LLC,Google LLC,Google LLC,Mountain View,California,United States,US,América do Norte,37.422,-122.084,America/Los_Angeles,sim,não
216.239.34.10,IPv4,ns2.google.com,AS15169,Google LLC,Google LLC,Google LLC,Mountain View,California,United States,US,América do Norte,37.422,-122.084,America/Los_Angeles,sim,não
216.239.36.10,IPv4,ns3.google.com,AS15169,Google LLC,Google LLC,Google LLC,Mountain View,California,United States,US,América do Norte,37.422,-122.084,America/Los_Angeles,sim,não
216.239.38.10,IPv4,ns4.google.com,AS15169,Google LLC,Google LLC,Google LLC,Mountain View,California,United States,US,América do Norte,37.422,-122.084,America/Los_Angeles,sim,não
142.251.133.78,IPv4,eze10s03-in-f14.1e100.net,AS15169,Google LLC,Google LLC,Google LLC,Mountain View,California,United States,US,América do Norte,37.4225,-122.085,America/Los_Angeles,sim,não
216.239.32.106,IPv4,ns-cloud-a1.googledomains.com,AS15169,Google LLC,Google LLC,Google LLC,Mountain View,California,United States,US,América do Norte,37.422,-122.084,America/Los_Angeles,sim,não
216.239.34.106,IPv4,ns-cloud-a2.googledomains.com,AS15169,Google LLC,Google LLC,Google LLC,Mountain View,California,United States,US,América do Norte,37.422,-122.084,America/Los_Angeles,sim,não
216.239.36.106,IPv4,ns-cloud-a3.googledomains.com,AS15169,Google LLC,Google LLC,Google LLC,Mountain View,California,United States,US,América do Norte,37.422,-122.084,America/Los_Angeles,sim,não
216.239.38.106,IPv4,ns-cloud-a4.googledomains.com,AS15169,Google LLC,Google LLC,Google LLC,Mountain View,California,United States,US,América do Norte,37.422,-122.084,America/Los_Angeles,sim,não
216.239.32.107,IPv4,ns-cloud-b1.googledomains.com,AS15169,Google LLC,Google LLC,Google LLC,Mountain View,California,United States,US,América do Norte,37.422,-122.084,America/Los_Angeles,sim,não
216.239.34.107,IPv4,ns-cloud-b2.googledomains.com,AS15169,Google LLC,Google LLC,Google LLC,Mountain View,California,United States,US,América do Norte,37.422,-122.084,America/Los_Angeles,sim,não
216.239.36.107,IPv4,ns-cloud-b3.googledomains.com,AS15169,Google LLC,Google LLC,Google LLC,Mountain View,California,United States,US,América do Norte,37.422,-122.084,America/Los_Angeles,sim,não
216.239.38.107,IPv4,ns-cloud-b4.googledomains.com,AS15169,Google LLC,Google LLC,Google LLC,Mountain View,California,United States,US,América do Norte,37.422,-122.084,America/Los_Angeles,sim,não
156.154.101.3,IPv4,nsb.nic.uk,AS12008,"Vercara, LLC","Vercara, LLC","Vercara, LLC",New York,New York,United States,US,América do Norte,40.7128,-74.006,America/New_York,sim,não
156.154.103.3,IPv4,nsd.nic.uk,AS12008,"Vercara, LLC","Vercara, LLC","Vercara, LLC",New York,New York,United States,US,América do Norte,40.7128,-74.006,America/New_York,sim,não
2610:a1:1010::3,IPv6,,AS12008,"Vercara, LLC","Vercara, LLC","Vercara, LLC",New York,New York,United States,US,América do Norte,40.7128,-74.006,America/New_York,sim,não
65.22.196.1,IPv4,q.au,AS12041,"Afilias, Inc.","Afilias, Inc.","Afilias, Inc.",New York,New York,United States,US,América do Norte,40.7128,-74.006,America/New_York,sim,não
65.22.198.1,IPv4,s.au,AS12041,"Afilias, Inc.","Afilias, Inc.","Afilias, Inc.",New York,New York,United States,US,América do Norte,40.7128,-74.006,America/New_York,sim,não
156.154.101.12,IPv4,njet.norid.no,AS12008,"Vercara, LLC","Vercara, LLC","Vercara, LLC",New York,New York,United States,US,América do Norte,40.7128,-74.006,America/New_York,sim,não
199.254.50.1,IPv4,D0.INFO.AFILIAS-NST.ORG,AS12041,"Afilias, Inc.","Afilias, Inc.","Afilias, Inc",New York,New York,United States,US,América do Norte,40.7128,-74.006,America/New_York,sim,não
2001:500:1c::1,IPv6,d0.info.afilias-nst.info,AS12041,"Afilias, Inc.","Afilias, Inc.","Afilias, Inc",New York,New York,United States,US,América do Norte,40.7128,-74.006,America/New_York,sim,não
156.154.125.65,IPv4,b.gtld.biz,AS12008,"Vercara, LLC","Vercara, LLC","Vercara, LLC",New York,New York,United States,US,América do Norte,40.7128,-74.006,America/New_York,sim,não
65.22.160.17,IPv4,a0.nic.io,AS12041,"Afilias, Inc.","Afilias, Inc.","Afilias, Inc.",New York,New York,United States,US,América do Norte,40.7128,-74.006,America/New_York,sim,não
199.115.152.1,IPv4,a0.xxx.afilias-nst.info,AS12041,"Afilias, Inc.","Afilias, Inc.","Afilias, Inc",New York,New York,United States,US,América do Norte,40.7128,-74.006,America/New_York,não,não
2001:500:a0::1,IPv6,a0.xxx.afilias-nst.info,AS12041,"Afilias, Inc.","Afilias, Inc.","Afilias, Inc",New York,New York,United States,US,América do Norte,40.7128,-74.006,America/New_York,não,não
199.115.155.1,IPv4,d0.xxx.afilias-nst.org,AS12041,"Afilias, Inc.","Afilias, Inc.","Afilias, Inc",New York,New York,United States,US,América do Norte,40.7128,-74.006,America/New_York,sim,não
2001:500:a3::1,IPv6,d0.xxx.afilias-nst.info,AS12041,"Afilias, Inc.","Afilias, Inc.","Afilias, Inc",New York,New York,United States,US,América do Norte,40.7128,-74.006,America/New_York,sim,não
156.154.103.22,IPv4,,AS12008,"Vercara, LLC","Vercara, LLC","Vercara, LLC",New York,New York,United States,US,América do Norte,40.7128,-74.006,America/New_York,sim,não
2610:a1:1010::22,IPv6,,AS12008,"Vercara, LLC","Vercara, LLC","Vercara, LLC",New York,New York,United States,US,América do Norte,40.7128,-74.006,America/New_York,sim,não
192.42.175.30,IPv4,ac3.nstld.com,AS25485,VeriSign Inc.,VeriSign Inc.,VeriSign Global Registry Services,New York,New York,United States,US,América do Norte,40.7128,-74.006,America/New_York,sim,não
2001:500:122::30,IPv6,ac3.nstld.com,AS19836,VeriSign Infrastructure & Operations,VeriSign Inc.,VeriSign Global Registry Services,New York,New York,United States,US,América do Norte,40.7128,-74.006,America/New_York,sim,não
192.42.176.30,IPv4,ac4.nstld.com,AS211369,VeriSign Inc.,VeriSign Inc.,VeriSign Global Registry Services,New York,New York,United States,US,América do Norte,40.7128,-74.006,America/New_York,sim,não
2001:500:123::30,IPv6,ac4.nstld.com,AS397203,VeriSign Global Registry Services,VeriSign Inc.,VeriSign Global Registry Services,New York,New York,United States,US,América do Norte,40.7128,-74.006,America/New_York,sim,não
2620:1ec:8ec:10::27,IPv6,ns2-39.azure-dns.net,AS8075,Microsoft Corporation,Microsoft Corporation,Microsoft Corporation,New York,New York,United States,US,América do Norte,40.7128,-74.006,America/New_York,não,não
2620:1ec:bda:10::27,IPv6,ns4-39.azure-dns.info,AS8075,Microsoft Corporation,Microsoft Corporation,Microsoft Corporation,New York,New York,United States,US,América do Norte,40.7128,-74.006,America/New_York,não,não
198.51.44.8,IPv4,dns1.p08.nsone.net,AS62597,IBM,IBM,IBM,New York,New York,United States,US,América do Norte,40.7128,-74.006,America/New_York,sim,não
198.51.44.72,IPv4,dns3.p08.nsone.net,AS62597,IBM,IBM,IBM,New York,New York,United States,US,América do Norte,40.7128,-74.006,America/New_York,sim,não
198.51.44.7,IPv4,dns1.p07.nsone.net,AS62597,IBM,IBM,IBM,New York,New York,United States,US,América do Norte,40.7128,-74.006,America/New_York,sim,não
2620:1ec:8ec:700::2,IPv6,ns2-02.azure-dns.net,AS8075,Microsoft Corporation,Microsoft Corporation,Microsoft Corporation,New York,New York,United States,US,América do Norte,40.7128,-74.006,America/New_York,não,não
2620:1ec:bda:700::2,IPv6,ns4-02.azure-dns.info,AS8075,Microsoft Corporation,Microsoft Corporation,Microsoft Corporation,New York,New York,United States,US,América do Norte,40.7128,-74.006,America/New_York,não,não
198.51.44.9,IPv4,ns4.demysdns.co.uk,AS62597,IBM,IBM,IBM,New York,New York,United States,US,América do Norte,40.7128,-74.006,America/New_York,sim,não
198.51.44.1,IPv4,dns1.p01.nsone.net,AS62597,IBM,IBM,IBM,New York,New York,United States,US,América do Norte,40.7128,-74.006,America/New_York,sim,não
198.51.44.2,IPv4,dns1.p02.nsone.net,AS62597,IBM,IBM,IBM,New York,New York,United States,US,América do Norte,40.7128,-74.006,America/New_York,sim,não
198.51.44.65,IPv4,dns3.p01.nsone.net,AS62597,IBM,IBM,IBM,New York,New York,United States,US,América do Norte,40.7128,-74.006,America/New_York,sim,não
198.51.44.13,IPv4,dns1.p13.nsone.net,AS62597,IBM,IBM,IBM,New York,New York,United States,US,América do Norte,40.7128,-74.006,America/New_York,sim,não
198.51.44.4,IPv4,dns1.p04.nsone.net,AS62597,IBM,IBM,IBM,New York,New York,United States,US,América do Norte,40.7128,-74.006,America/New_York,sim,não
198.51.44.68,IPv4,dns3.p04.nsone.net,AS62597,IBM,IBM,IBM,New York,New York,United States,US,América do Norte,40.7128,-74.006,America/New_York,sim,não
204.74.110.1,IPv4,udns4.cscdns.net,AS12008,"Vercara, LLC","Vercara, LLC","Vercara, LLC",New York,New York,United States,US,América do Norte,40.7128,-74.006,America/New_York,sim,não
2610:a1:1014::201,IPv6,udns4.cscdns.uk,AS12008,"Vercara, LLC","Vercara, LLC","Vercara, LLC",New York,New York,United States,US,América do Norte,40.7128,-74.006,America/New_York,sim,não
198.51.44.73,IPv4,dns3.p09.nsone.net,AS62597,IBM,IBM,IBM,New York,New York,United States,US,América do Norte,40.7128,-74.006,America/New_York,sim,não
2620:1ec:8ec:700::cc,IPv6,ns2-204.azure-dns.net,AS8075,Microsoft Corporation,Microsoft Corporation,Microsoft Corporation,New York,New York,United States,US,América do Norte,40.7128,-74.006,America/New_York,não,não
2620:1ec:bda:700::cc,IPv6,ns4-204.azure-dns.info,AS8075,Microsoft Corporation,Microsoft Corporation,Microsoft Corporation,New York,New York,United States,US,América do Norte,40.7128,-74.006,America/New_York,não,não
150.171.27.10,IPv4,,AS8075,Microsoft Corporation,Microsoft Corporation,Microsoft Corporation,New York,New York,United States,US,América do Norte,40.7128,-74.006,America/New_York,sim,não
2620:1ec:33:1::10,IPv6,,AS8075,Microsoft Corporation,Microsoft Corporation,Microsoft Corporation,New York,New York,United States,US,América do Norte,40.7128,-74.006,America/New_York,não,não
2620:1ec:33::10,IPv6,,AS8075,Microsoft Corporation,Microsoft Corporation,Microsoft Corporation,New York,New York,United States,US,América do Norte,40.7128,-74.006,America/New_York,não,não
198.51.44.5,IPv4,dns1.p05.nsone.net,AS62597,IBM,IBM,IBM,New York,New York,United States,US,América do Norte,40.7128,-74.006,America/New_York,sim,não
198.51.44.69,IPv4,dns3.p05.nsone.net,AS62597,IBM,IBM,IBM,New York,New York,United States,US,América do Norte,40.7128,-74.006,America/New_York,sim,não
205.132.47.1,IPv4,ns3.protonmail.ch,AS42,"WoodyNet, Inc.","WoodyNet, Inc.",WoodyNet,New York,New York,United States,US,América do Norte,40.7128,-74.006,America/New_York,sim,não
13.32.16.16,IPv4,server-13-32-16-16.gru1.r.cloudfront.net,AS16509,"Amazon.com, Inc.","Amazon.com, Inc.",AWS CloudFront (GLOBAL),New York,New York,United States,US,América do Norte,40.7126,-74.0066,America/New_York,sim,não
13.32.16.74,IPv4,server-13-32-16-74.gru1.r.cloudfront.net,AS16509,"Amazon.com, Inc.","Amazon.com, Inc.",AWS CloudFront (GLOBAL),New York,New York,United States,US,América do Norte,40.7126,-74.0066,America/New_York,sim,não
13.32.16.8,IPv4,server-13-32-16-8.gru1.r.cloudfront.net,AS16509,"Amazon.com, Inc.","Amazon.com, Inc.",AWS CloudFront (GLOBAL),New York,New York,United States,US,América do Norte,40.7126,-74.0066,America/New_York,sim,não
13.32.16.82,IPv4,server-13-32-16-82.gru1.r.cloudfront.net,AS16509,"Amazon.com, Inc.","Amazon.com, Inc.",AWS CloudFront (GLOBAL),New York,New York,United States,US,América do Norte,40.7126,-74.0066,America/New_York,sim,não
156.154.70.1,IPv4,rdns1.ultradns.net,AS12008,"Vercara, LLC","Vercara, LLC","Vercara, LLC",New York,New York,United States,US,América do Norte,40.7128,-74.006,America/New_York,sim,sim
193.110.81.0,IPv4,dns0.eu,,,dns0.eu primary,,New York,New York,United States,US,América do Norte,40.7128,-74.006,America/New_York,não,sim
192.33.4.12,IPv4,c.root-servers.net,AS2149,"Cogent Communications, LLC",Cogent Communications,Cogent Communications,New York,New York,United States,US,América do Norte,40.7128,-74.006,America/New_York,não,não
184.26.160.66,IPv4,a12-66.akam.net,AS21342,Akamai International B.V.,Akamai International B.V.,"Akamai Technologies, Inc.",Newark,New Jersey,United States,US,América do Norte,40.7357,-74.1724,America/New_York,sim,não
2600:1480:f000::42,IPv6,a12-66.akam.net,AS21342,Akamai International B.V.,Akamai International B.V.,"Akamai Technologies, Inc.",Newark,New Jersey,United States,US,América do Norte,40.7357,-74.1724,America/New_York,não,não
2600:1480:4800::40,IPv6,a18-64.akam.net,AS21342,Akamai International B.V.,Akamai International B.V.,"Akamai Technologies, Inc.",Newark,New Jersey,United States,US,América do Norte,40.7357,-74.1724,America/New_York,não,não
23.211.133.65,IPv4,a6-65.akam.net,AS21342,Akamai International B.V.,Akamai International B.V.,"Akamai Technologies, Inc.",Newark,New Jersey,United States,US,América do Norte,40.7357,-74.1724,America/New_York,sim,não
2600:1401:1::41,IPv6,a6-65.akam.net,AS21342,Akamai International B.V.,Akamai International B.V.,"Akamai Technologies, Inc.",Newark,New Jersey,United States,US,América do Norte,40.7357,-74.1724,America/New_York,não,não
2600:1480:4800::43,IPv6,a18-67.akam.net,AS21342,Akamai International B.V.,Akamai International B.V.,"Akamai Technologies, Inc.",Newark,New Jersey,United States,US,América do Norte,40.7357,-74.1724,America/New_York,não,não
2600:1406:1b::42,IPv6,a16-66.akam.net,AS21342,Akamai International B.V.,Akamai International B.V.,"Akamai Technologies, Inc.",Newark,New Jersey,United States,US,América do Norte,40.7357,-74.1724,America/New_York,não,não
2600:1480:4800::42,IPv6,a18-66.akam.net,AS21342,Akamai International B.V.,Akamai International B.V.,"Akamai Technologies, Inc.",Newark,New Jersey,United States,US,América do Norte,40.7357,-74.1724,America/New_York,não,não
2600:1480:d800::42,IPv6,a28-66.akam.net,AS21342,Akamai International B.V.,Akamai International B.V.,"Akamai Technologies, Inc.",Newark,New Jersey,United States,US,América do Norte,40.7357,-74.1724,America/New_York,não,não
23.211.133.66,IPv4,a6-66.akam.net,AS21342,Akamai International B.V.,Akamai International B.V.,"Akamai Technologies, Inc.",Newark,New Jersey,United States,US,América do Norte,40.7357,-74.1724,America/New_York,sim,não
2600:1401:1::42,IPv6,a6-66.akam.net,AS21342,Akamai International B.V.,Akamai International B.V.,"Akamai Technologies, Inc.",Newark,New Jersey,United States,US,América do Norte,40.7357,-74.1724,America/New_York,não,não
2600:1403:a::42,IPv6,a8-66.akam.net,AS21342,Akamai International B.V.,Akamai International B.V.,"Akamai Technologies, Inc.",Newark,New Jersey,United States,US,América do Norte,40.7357,-74.1724,America/New_York,não,não
2600:1480:7800::43,IPv6,a22-67.akam.net,AS21342,Akamai International B.V.,Akamai International B.V.,"Akamai Technologies, Inc.",Newark,New Jersey,United States,US,América do Norte,40.7357,-74.1724,America/New_York,não,não
2600:1480:d800::40,IPv6,a28-64.akam.net,AS21342,Akamai International B.V.,Akamai International B.V.,"Akamai Technologies, Inc.",Newark,New Jersey,United States,US,América do Norte,40.7357,-74.1724,America/New_York,não,não
2600:1403:a::40,IPv6,a8-64.akam.net,AS21342,Akamai International B.V.,Akamai International B.V.,"Akamai Technologies, Inc.",Newark,New Jersey,United States,US,América do Norte,40.7357,-74.1724,America/New_York,não,não
184.26.161.64,IPv4,a14-64.akam.net,AS21342,Akamai International B.V.,Akamai International B.V.,"Akamai Technologies, Inc.",Newark,New Jersey,United States,US,América do Norte,40.7357,-74.1724,America/New_York,sim,não
192.5.5.241,IPv4,f.root-servers.net,AS3557,"Internet Systems Consortium, Inc.","Internet Systems Consortium, Inc.","Internet Systems Consortium, Inc.",Newmarket,New Hampshire,United States,US,América do Norte,43.0776,-70.9373,America/New_York,sim,não
2001:500:2f::f,IPv6,f.root-servers.net,AS3557,"Internet Systems Consortium, Inc.","Internet Systems Consortium, Inc.","Internet Systems Consortium, Inc.",Newmarket,New Hampshire,United States,US,América do Norte,43.0776,-70.9373,America/New_York,sim,não
2600:9000:5305:a700::1,IPv6,ns-1447.awsdns-52.org,AS16509,"Amazon.com, Inc.","Amazon.com, Inc.",AWS Route 53 (GLOBAL),Palo Alto,California,United States,US,América do Norte,37.4419,-122.143,America/Los_Angeles,sim,não
2600:9000:5305:7a00::1,IPv6,ns-1402.awsdns-47.org,AS16509,"Amazon.com, Inc.","Amazon.com, Inc.",AWS Route 53 (GLOBAL),Palo Alto,California,United States,US,América do Norte,37.4419,-122.143,America/Los_Angeles,sim,não
2600:9000:5305:300::1,IPv6,ns-1283.awsdns-32.org,AS16509,"Amazon.com, Inc.","Amazon.com, Inc.",AWS Route 53 (GLOBAL),Palo Alto,California,United States,US,América do Norte,37.4419,-122.143,America/Los_Angeles,sim,não
2600:9000:5305:5c00::1,IPv6,ns-1372.awsdns-43.org,AS16509,"Amazon.com, Inc.","Amazon.com, Inc.",AWS Route 53 (GLOBAL),Palo Alto,California,United States,US,América do Norte,37.4419,-122.143,America/Los_Angeles,sim,não
2600:9000:5304:7100::1,IPv6,ns-1137.awsdns-14.org,AS16509,"Amazon.com, Inc.","Amazon.com, Inc.",AWS Route 53 (GLOBAL),Palo Alto,California,United States,US,América do Norte,37.4419,-122.143,America/Los_Angeles,sim,não
2600:9000:5305:ac00::1,IPv6,ns-1452.awsdns-53.org,AS16509,"Amazon.com, Inc.","Amazon.com, Inc.",AWS Route 53 (GLOBAL),Palo Alto,California,United States,US,América do Norte,37.4419,-122.143,America/Los_Angeles,sim,não
2600:9000:5304:6e00::1,IPv6,ns-1134.awsdns-13.org,AS16509,"Amazon.com, Inc.","Amazon.com, Inc.",AWS Route 53 (GLOBAL),Palo Alto,California,United States,US,América do Norte,37.4419,-122.143,America/Los_Angeles,sim,não
2600:9000:5305:900::1,IPv6,ns-1289.awsdns-33.org,AS16509,"Amazon.com, Inc.","Amazon.com, Inc.",AWS Route 53 (GLOBAL),Palo Alto,California,United States,US,América do Norte,37.4419,-122.143,America/Los_Angeles,sim,não
2600:9000:5305:6b00::1,IPv6,ns-1387.awsdns-45.org,AS16509,"Amazon.com, Inc.","Amazon.com, Inc.",AWS Route 53 (GLOBAL),Palo Alto,California,United States,US,América do Norte,37.4419,-122.143,America/Los_Angeles,sim,não
2600:9000:5305:b400::1,IPv6,ns-1460.awsdns-54.org,AS16509,"Amazon.com, Inc.","Amazon.com, Inc.",AWS Route 53 (GLOBAL),Palo Alto,California,United States,US,América do Norte,37.4419,-122.143,America/Los_Angeles,sim,não
2600:9000:5304:7f00::1,IPv6,ns-1151.awsdns-15.org,AS16509,"Amazon.com, Inc.","Amazon.com, Inc.",AWS Route 53 (GLOBAL),Palo Alto,California,United States,US,América do Norte,37.4419,-122.143,America/Los_Angeles,sim,não
150.171.28.10,IPv4,,AS8075,Microsoft Corporation,Microsoft Corporation,Microsoft Corporation,Philadelphia,Pennsylvania,United States,US,América do Norte,39.9526,-75.1652,America/New_York,sim,não
138.1.33.162,IPv4,ocomtld-prod.appoci.oracle.com,AS31898,Oracle Corporation,Oracle Corporation,Oracle Business Network (us-phoenix-1),Phoenix,Arizona,United States,US,América do Norte,33.4656,-111.9956,America/Phoenix,sim,não
199.249.112.1,IPv4,v2n0.pir-ns.org,AS207266,Identity Digital Limited,Afilias Ltd,"Afilias, Inc",Pierre,South Dakota,United States,US,América do Norte,44.3668,-100.354,America/Chicago,sim,não
2001:500:40::1,IPv6,v2n0.pir-ns.org,AS207266,Identity Digital Limited,Afilias Ltd,"Afilias, Inc",Pierre,South Dakota,United States,US,América do Norte,44.3668,-100.354,America/Chicago,sim,não
199.249.120.1,IPv4,v2n1.pir-ns.org,AS207266,Identity Digital Limited,Afilias Ltd,"Afilias, Inc",Pierre,South Dakota,United States,US,América do Norte,44.3668,-100.354,America/Chicago,sim,não
2001:500:48::1,IPv6,v2n1.pir-ns.org,AS207266,Identity Digital Limited,Afilias Ltd,"Afilias, Inc",Pierre,South Dakota,United States,US,América do Norte,44.3668,-100.354,America/Chicago,sim,não
199.19.53.1,IPv4,v0n2.pir-ns.org,AS12041,"Afilias, Inc.","Afilias, Inc.","Afilias, Inc.",Pierre,South Dakota,United States,US,América do Norte,44.3668,-100.354,America/Chicago,não,não
2001:500:b::1,IPv6,v0n2.pir-ns.org,AS12041,"Afilias, Inc.","Afilias, Inc.","Afilias, Inc.",Pierre,South Dakota,United States,US,América do Norte,44.3668,-100.354,America/Chicago,não,não
192.5.6.30,IPv4,a.gtld-servers.net,AS10515,VeriSign Infrastructure & Operations,VeriSign Infrastructure & Operations,VeriSign Global Registry Services,Reston,Virginia,United States,US,América do Norte,38.9567,-77.3623,America/New_York,sim,não
2001:503:a83e::2:30,IPv6,a.gtld-servers.net,AS10515,VeriSign Infrastructure & Operations,VeriSign Infrastructure & Operations,VeriSign Global Registry Services,Reston,Virginia,United States,US,América do Norte,38.9567,-77.3623,America/New_York,sim,não
192.33.14.30,IPv4,b.gtld-servers.net,AS20431,VeriSign Global Registry Services,VeriSign Global Registry Services,VeriSign Global Registry Services,Reston,Virginia,United States,US,América do Norte,38.9567,-77.3623,America/New_York,sim,não
2001:503:231d::2:30,IPv6,b.gtld-servers.net,AS36617,VeriSign Global Registry Services,VeriSign Global Registry Services,VeriSign Global Registry Services,Reston,Virginia,United States,US,América do Norte,38.9567,-77.3623,America/New_York,sim,não
192.26.92.30,IPv4,c.gtld-servers.net,AS10515,VeriSign Infrastructure & Operations,VeriSign Infrastructure & Operations,VeriSign Global Registry Services,Reston,Virginia,United States,US,América do Norte,38.9567,-77.3623,America/New_York,sim,não
2001:503:83eb::30,IPv6,c.gtld-servers.net,AS10515,VeriSign Infrastructure & Operations,VeriSign Infrastructure & Operations,VeriSign Global Registry Services,Reston,Virginia,United States,US,América do Norte,38.9567,-77.3623,America/New_York,sim,não
192.31.80.30,IPv4,d.gtld-servers.net,AS10515,VeriSign Infrastructure & Operations,VeriSign Infrastructure & Operations,VeriSign Global Registry Services,Reston,Virginia,United States,US,América do Norte,38.9567,-77.3623,America/New_York,sim,não
2001:500:856e::30,IPv6,d.gtld-servers.net,AS10515,VeriSign Infrastructure & Operations,VeriSign Infrastructure & Operations,VeriSign Global Registry Services,Reston,Virginia,United States,US,América do Norte,38.9567,-77.3623,America/New_York,sim,não
192.12.94.30,IPv4,e.gtld-servers.net,AS10515,VeriSign Infrastructure & Operations,VeriSign Infrastructure & Operations,VeriSign Global Registry Services,Reston,Virginia,United States,US,América do Norte,38.9567,-77.3623,America/New_York,sim,não
2001:502:1ca1::30,IPv6,e.gtld-servers.net,AS10515,VeriSign Infrastructure & Operations,VeriSign Infrastructure & Operations,VeriSign Global Registry Services,Reston,Virginia,United States,US,América do Norte,38.9567,-77.3623,America/New_York,sim,não
192.35.51.30,IPv4,f.gtld-servers.net,AS211369,VeriSign Inc.,VeriSign Inc.,VeriSign Global Registry Services,Reston,Virginia,United States,US,América do Norte,38.9567,-77.3623,America/New_York,sim,não
192.42.93.30,IPv4,g.gtld-servers.net,AS211369,VeriSign Inc.,VeriSign Inc.,VeriSign Global Registry Services,Reston,Virginia,United States,US,América do Norte,38.9567,-77.3623,America/New_York,sim,não
192.54.112.30,IPv4,h.gtld-servers.net,AS211369,VeriSign Inc.,VeriSign Inc.,VeriSign Global Registry Services,Reston,Virginia,United States,US,América do Norte,38.9567,-77.3623,America/New_York,sim,não
192.43.172.30,IPv4,i.gtld-servers.net,AS211369,VeriSign Inc.,VeriSign Inc.,VeriSign Global Registry Services,Reston,Virginia,United States,US,América do Norte,38.9567,-77.3623,America/New_York,sim,não
192.48.79.30,IPv4,j.gtld-servers.net,AS21313,VeriSign Inc.,VeriSign Inc.,VeriSign Global Registry Services,Reston,Virginia,United States,US,América do Norte,38.9567,-77.3623,America/New_York,sim,não
2001:502:7094::30,IPv6,j.gtld-servers.net,AS21313,VeriSign Inc.,VeriSign Inc.,VeriSign Global Registry Services,Reston,Virginia,United States,US,América do Norte,38.9567,-77.3623,America/New_York,sim,não
192.52.178.30,IPv4,k.gtld-servers.net,AS21313,VeriSign Inc.,VeriSign Inc.,VeriSign Global Registry Services,Reston,Virginia,United States,US,América do Norte,38.9567,-77.3623,America/New_York,sim,não
2001:503:d2d::30,IPv6,k.gtld-servers.net,AS21313,VeriSign Inc.,VeriSign Inc.,VeriSign Global Registry Services,Reston,Virginia,United States,US,América do Norte,38.9567,-77.3623,America/New_York,não,não
192.41.162.30,IPv4,l.gtld-servers.net,AS21313,VeriSign Inc.,VeriSign Inc.,VeriSign Global Registry Services,Reston,Virginia,United States,US,América do Norte,38.9567,-77.3623,America/New_York,não,não
2001:500:d937::30,IPv6,l.gtld-servers.net,AS21313,VeriSign Inc.,VeriSign Inc.,VeriSign Global Registry Services,Reston,Virginia,United States,US,América do Norte,38.9567,-77.3623,America/New_York,não,não
192.55.83.30,IPv4,m.gtld-servers.net,AS21313,VeriSign Inc.,VeriSign Inc.,VeriSign Global Registry Services,Reston,Virginia,United States,US,América do Norte,38.9567,-77.3623,America/New_York,sim,não
